"57422","950 3rd Street, Macon, GA, 31201","Match","Exact","950 3RD ST, MACON, GA, 31201","-83.63289452139,32.829088512195","81082087","L"
"58754","4361 Rivoli Drive, Macon, GA, 31210","Match","Exact","4361 RIVOLI DR, MACON, GA, 31210","-83.697951605856,32.868912202993","81071508","R"
"832","450 Martin Luther King Jr. Blvd., Macon, GA, 31201","No_Match"
"57786","2081 Bethlea Avenue, Macon, GA, 31204","Match","Exact","2081 BETHLEA AVE, MACON, GA, 31204","-83.686659071946,32.815930448383","81080054","R"
"58753","3323 Northside Drive, Macon, GA, 31210","Match","Exact","3323 NORTHSIDE DR, MACON, GA, 31210","-83.6822482045,32.893378268921","642635337","R"
"834","4490 Ocmulgee East Blvd., Macon, GA, 31217","Match","Exact","4490 OCMULGEE EAST BLVD, MACON, GA, 31217","-83.568623051906,32.805414879663","81085387","R"
"72928","540 Martin Luther King, Jr. Boulevard, Macon, GA, 31201","Match","Exact","540 MARTIN LUTHER KING JR BLVD, MACON, GA, 31201","-83.62732332989,32.833031638042","81062967","L"
"836","690 Holt Avenue, Macon, GA, 31204","Match","Exact","690 HOLT AVE, MACON, GA, 31204","-83.652845550683,32.838609620449","656402063","L"
"958","124 Osigian Blvd., Suite A, Warner Robins, GA, 31088","Match","Non_Exact","124 OSIGIAN BLVD, WARNER ROBINS, GA, 31088","-83.684237087949,32.61385549342","91260451","R"
"72926","350 Second Street, Macon, GA, 31201","Match","Exact","350 2ND ST, MACON, GA, 31201","-83.628460793499,32.837125538637","81062925","L"
"959","6869 Columbus Road, Lizella, GA, 31052","Match","Exact","6869 COLUMBUS RD, LIZELLA, GA, 31052","-83.775010115475,32.807062491859","81083328","L"
"71838","305 Third Street, Macon, GA, 31201","Match","Exact","305 3RD ST, MACON, GA, 31201","-83.626713809981,32.836900922487","81084184","R"
"839","4664 Sheraton Drive, Macon, GA, 31210","No_Match"
"719","330 Hospital Drive, Bldg C, Suite 200, Macon, GA, 31217","Match","Non_Exact","330 HOSPITAL DR, MACON, GA, 31217","-83.617683233813,32.846067196903","81062541","R"
"71735","125 Plantation Centre Drive Suite 800A, Macon, GA, 31210","Match","Non_Exact","125 PLANTATION DR, MACON, GA, 31210","-83.745217549421,32.943189613534","66668097","L"
"71612","850 Hillcrest Industrial Blvd., Macon, GA, 31204","Match","Exact","850 HILLCREST INDUSTRIAL BLVD, MACON, GA, 31204","-83.672987086464,32.840012392693","81071709","R"
"1396","2379 Ingleside Avenue, Macon, GA, 31204","Match","Exact","2379 INGLESIDE AVE, MACON, GA, 31204","-83.656816071373,32.853798730886","81060933","R"
"1153","6320 Peake Road, Macon, GA, 31220","Match","Non_Exact","6320 PEAKE RD, MACON, GA, 31210","-83.759054827979,32.873082328166","81077410","L"
"1394","2510 Allen Road, Macon, GA, 31216","Match","Exact","2510 ALLEN RD, MACON, GA, 31216","-83.662300153203,32.741161459945","628066158","R"
"1393","2056 Paul Walsh Drive, Macon, GA, 31206","Match","Exact","2056 PAUL WALSH DR, MACON, GA, 31206","-83.68396931254,32.814667831926","656404576","R"
"68208","10165 Lower Thomaston Road, Macon, GA, 31220","Match","Exact","10165 LOWER THOMASTON RD, MACON, GA, 31220","-83.875859588994,32.862665284732","66672325","R"
"78470","664 Second Street, Macon, GA, 31201","Match","Exact","664 2ND ST, MACON, GA, 31201","-83.631886425957,32.833089233384","81062858","L"
"78595","5962 Zebulon Road Suite 236, Macon, GA, 31210","Match","Exact","5962 ZEBULON RD, MACON, GA, 31210","-83.759170858823,32.879799680055","650752564","R"
"1149","3900 Sheraton Drive, Macon, GA, 31210","Match","Exact","3900 SHERATON DR, MACON, GA, 31210","-83.687130402496,32.905183238149","636327292","R"
"60722","2904 Vineville Avenue, Macon, GA, 31204","Match","Exact","2904 VINEVILLE AVE, MACON, GA, 31204","-83.669556567215,32.847228723428","81059038","L"
"78235","1080 Third Street, Suite 600B, Macon, GA, 31201","Match","Exact","1080 3RD ST, MACON, GA, 31201","-83.633741459771,32.827900881502","81063046","L"
"11956","200 Pierce Avenue, Macon, GA, 31204","Match","Exact","200 PIERCE AVE, MACON, GA, 31204","-83.662503662482,32.850041256844","81084013","L"
"1389","4038 I-475 Industrial Blvd., Macon, GA, 31210","Match","Non_Exact","4038 475 INDUSTRIAL BLVD, MACON, GA, 31210","-83.727935329103,32.833086481831","81079878","R"
"841","7600 Industrial Highway, Macon, GA, 31216","Match","Non_Exact","7600 NE INDUSTRIAL BLVD, MACON, GA, 31216","-83.663593495029,32.698919764894","81066422","R"
"1146","2500 Gray Highway, Macon, GA, 31211","Match","Exact","2500 GRAY HWY, MACON, GA, 31211","-83.602063555838,32.885402153997","81086216","L"
"1388","850 Walnut Street, Macon, GA, 31201","Match","Exact","850 WALNUT ST, MACON, GA, 31201","-83.630692677615,32.84148714407","81062721","L"
"78115","2429 Gillionville Road, Albany, GA, 31707","Match","Exact","2429 GILLIONVILLE RD, ALBANY, GA, 31707","-84.210677441002,31.585873814222","84321308","R"
"78478","511 Terry Street, Warner Robins, GA, 31093","Match","Exact","511 TERRY ST, WARNER ROBINS, GA, 31093","-83.643599695194,32.641310110092","91222305","R"
"842","1600 Forsyth Street, Macon, GA, 31201","Match","Exact","1600 FORSYTH ST, MACON, GA, 31201","-83.645488944098,32.838735065764","81061663","L"
"57312","151 Tractor Drive, Macon, GA, 31216","Match","Exact","151 TRACTOR DR, MACON, GA, 31216","-83.729157159298,32.727224500599","650760624","L"
"601","651 Mulberry Street, Macon, GA, 31201","Match","Exact","651 MULBERRY ST, MACON, GA, 31201","-83.628564498107,32.838509271253","81086565","L"
